OTU.ID	description	Julianne-331-CEC_S246_L001_R1_001_F_filt-fastq-gz	Julianne-331-JEJ_S219_L001_R1_001_F_filt-fastq-gz	Julianne-337-CEC_S242_L001_R1_001_F_filt-fastq-gz	Julianne-337-COL_S269_L001_R1_001_F_filt-fastq-gz	Julianne-351-CEC_S244_L001_R1_001_F_filt-fastq-gz	Julianne-351-COL_S271_L001_R1_001_F_filt-fastq-gz	Julianne-536-COL_S265_L001_R1_001_F_filt-fastq-gz	Julianne-536-JEJ_S211_L001_R1_001_F_filt-fastq-gz	Julianne-540-COL_S267_L001_R1_001_F_filt-fastq-gz	Julianne-542-CEC_S232_L001_R1_001_F_filt-fastq-gz	Julianne-542-COL_S259_L001_R1_001_F_filt-fastq-gz	Julianne-542-JEJ_S205_L001_R1_001_F_filt-fastq-gz	Julianne-544-COL_S255_L001_R1_001_F_filt-fastq-gz	Julianne-547-CEC_S233_L001_R1_001_F_filt-fastq-gz	Julianne-547-COL_S260_L001_R1_001_F_filt-fastq-gz	Julianne-547-JEJ_S206_L001_R1_001_F_filt-fastq-gz	Julianne-579-CEC_S234_L001_R1_001_F_filt-fastq-gz	Julianne-579-JEJ_S207_L001_R1_001_F_filt-fastq-gz	Julianne-582-CEC_S243_L001_R1_001_F_filt-fastq-gz	Julianne-582-COL_S270_L001_R1_001_F_filt-fastq-gz	Julianne-604-CEC_S235_L001_R1_001_F_filt-fastq-gz	Julianne-604-JEJ_S208_L001_R1_001_F_filt-fastq-gz	Julianne-661-COL_S266_L001_R1_001_F_filt-fastq-gz	Julianne-661-JEJ_S212_L001_R1_001_F_filt-fastq-gz	Julianne-663-CEC_S241_L001_R1_001_F_filt-fastq-gz	Julianne-663-COL_S268_L001_R1_001_F_filt-fastq-gz	Julianne-665-JEJ_S210_L001_R1_001_F_filt-fastq-gz	Julianne-667-CEC_S236_L001_R1_001_F_filt-fastq-gz	Julianne-667-JEJ_S209_L001_R1_001_F_filt-fastq-gz	Julianne-716-CEC_S231_L001_R1_001_F_filt-fastq-gz	Julianne-716-COL_S258_L001_R1_001_F_filt-fastq-gz	Julianne-717-CEC_S230_L001_R1_001_F_filt-fastq-gz	Julianne-717-COL_S257_L001_R1_001_F_filt-fastq-gz	Julianne-719-CEC_S245_L001_R1_001_F_filt-fastq-gz	Julianne-719-COL_S272_L001_R1_001_F_filt-fastq-gz	Julianne-719-JEJ_S218_L001_R1_001_F_filt-fastq-gz	Julianne-791-CEC_S229_L001_R1_001_F_filt-fastq-gz	Julianne-791-COL_S256_L001_R1_001_F_filt-fastq-gz	Julianne-835-JEJ_S198_L001_R1_001_F_filt-fastq-gz	Julianne-838-CEC_S281_L001_R1_001_F_filt-fastq-gz	Julianne-838-JEJ_S277_L001_R1_001_F_filt-fastq-gz	Julianne-841-CEC_S278_L001_R1_001_F_filt-fastq-gz	Julianne-841-COL_S282_L001_R1_001_F_filt-fastq-gz	Julianne-847-CEC_S279_L001_R1_001_F_filt-fastq-gz	Julianne-847-COL_S283_L001_R1_001_F_filt-fastq-gz	Julianne-853-CEC_S280_L001_R1_001_F_filt-fastq-gz	Julianne-853-COL_S284_L001_R1_001_F_filt-fastq-gz	Julianne-856-COL_S254_L001_R1_001_F_filt-fastq-gz	Julianne-856-JEJ_S200_L001_R1_001_F_filt-fastq-gz	Julianne-882-COL_S253_L001_R1_001_F_filt-fastq-gz	Julianne-882-JEJ_S199_L001_R1_001_F_filt-fastq-gz	Julianne-891-CEC_S220_L001_R1_001_F_filt-fastq-gz	Julianne-891-COL_S247_L001_R1_001_F_filt-fastq-gz	Julianne-891-JEJ_S193_L001_R1_001_F_filt-fastq-gz	Julianne-899-CEC_S221_L001_R1_001_F_filt-fastq-gz	Julianne-899-COL_S248_L001_R1_001_F_filt-fastq-gz	Julianne-899-JEJ_S194_L001_R1_001_F_filt-fastq-gz	Julianne-923-CEC_S223_L001_R1_001_F_filt-fastq-gz	Julianne-923-JEJ_S196_L001_R1_001_F_filt-fastq-gz	Julianne-924-CEC_S224_L001_R1_001_F_filt-fastq-gz	Julianne-924-JEJ_S197_L001_R1_001_F_filt-fastq-gz	Julianne-962-CEC_S222_L001_R1_001_F_filt-fastq-gz	Julianne-962-JEJ_S195_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-337-JEJ_S134_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-351-JEJ_S150_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-536-CEC_S103_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-540-CEC_S119_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-540-JEJ_S118_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-544-CEC_S179_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-544-JEJ_S178_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-579-COL_S159_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-582-JEJ_S142_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-604-COL_S166_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-661-CEC_S111_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-663-JEJ_S126_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-665-COL_S180_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-667-COL_S173_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-716-JEJ_S110_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-717-JEJ_S102_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-835-CEC_S158_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-835-COL_S151_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-838-COL_S128_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-840-CEC_S109_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-840-COL_S141_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-840-JEJ_S177_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-841-JEJ_S104_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-842-CEC_S117_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-842-COL_S133_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-847-JEJ_S112_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-853-JEJ_S120_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-856-CEC_S172_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-858-CEC_S171_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-858-COL_S149_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-858-JEJ_S164_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-872-CEC_S125_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-872-COL_S157_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-872-JEJ_S101_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-882-CEC_S165_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-923-COL_S135_L001_R1_001_F_filt-fastq-gz	Rep1-Julianne-924-COL_S143_L001_R1_001_F_filt-fastq-gz	taxonomy
PWY-7242	D-fructuronate degradation	12263.3577508811	3770.16335361278	10308.4359358013	9818.09714140295	6325.74682987484	2562.07505954902	7238.58216864789	1908.09099447636	4599.56309417166	5879.12284382625	3456.60476916638	579.002635026036	5061.8264971365	10441.5759853534	4406.95974858453	1254.37017850405	11289.7513179171	1480.26087135255	5067.03714215891	5732.16645548675	3335.81819767048	3166.96767610396	4183.11889651436	1984.50498529354	5173.3849572549	4819.6776887092	377.565701179797	4706.89313904594	2439.09413369486	7760.02873995914	5248.97384634962	5235.18090949745	4603.51797189079	6210.78099423364	2961.72129892008	1633.31179684781	5478.31321632082	8104.82337045294	1839.90961444711	6114.03589459381	1350.19875799302	4979.93182962417	5720.0917500643	11433.8432127268	11388.5326404612	5554.34942050446	4724.55894867207	8774.62692518	2635.47118586449	3983.51405099919	251.265933774169	4797.99621623905	4001.77568269961	1639.0491349201	6763.68145682805	4143.13481153789	416.377978737001	5846.81337686015	2299.31078049265	6956.10263650376	1520.00962820028	10432.5080536844	61.4873977315295	2050.51371316395	2930.33930289351	6747.04593779299	3026.09133748837	2899.33951891544	6174.1146676883	1153.98031604894	1941.70184397191	1729.2364533996	3285.94697242517	3969.92564065421	3692.38595860383	12254.3361503239	2625.59798156732	2334.73295646878	1715.86049894404	2467.73717478699	3220.15301145545	3889.00444182799	3240.71305058367	3753.28219053734	2564.14574949425	3178.93038280829	3944.74556652998	3309.93728073802	2207.17798410559	2916.5651111956	4110.28705166567	5483.50727088926	3739.8849037069	925.489846202645	10912.1150916895	4419.4207291593	22.4691066084365	5534.27738250302	4972.59205015551	5039.82876014493	
PWY-7254	TCA cycle VII (acetate-producers)	11.9929199734813	0.0	8.99314966459226	92.2960209404595	0.0	0.0	1339.8153100116	10730.501966176	0.0	0.0	0.0	8.55490228424592	0.0	142.392659792693	0.0	92.5049091641693	819.30152266644	1208.25146279572	963.717941121482	2788.39764156572	0.0	10.2657549445305	0.0	2.12922033505944	0.0	0.0	209.259186063277	0.0	0.0	38.8613571112918	0.0	0.0	0.0	0.0	0.0	4.48627633921909	0.0	32.9094911740503	80.5650995466288	0.0	3.73324701536731	0.0	0.0	60.6926745400582	58.9474060571971	0.0	0.0	0.0	0.0	0.0	101.780224333504	8.98828923874381	0.0	7.44006602617671	29.9034398642114	67.9805440197524	0.0	0.0	0.0	0.0	433.280717740059	44.8653283386086	12.6498085290088	1067.19723835004	0.0	529.89715365935	0.0	73.2355003035508	0.0	125.187676309253	15.6461984600811	7462.60556820825	0.0	222.589297577624	320.995961290572	0.0	0.0	0.0	4.49384062040861	1.49891472565377	0.0	0.0	0.0	5.99504153832168	3.74619525074329	82.4646401728538	0.0	0.0	2.12846747303783	0.0	0.0	0.0	20.916064796791	0.0	17.961348060235	8.71742618957264	10.8557315509051	26.9154164324653	0.0	0.0	
PWY-7255	ergothioneine biosynthesis I (bacteria)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.91590343024867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
PWY-7315	dTDP-N-acetylthomosamine biosynthesis	5843.28923380035	105.37970620583	6970.28712182384	4269.19760956875	2763.62602396405	603.605655498151	2012.74065375874	1.99903011317307	517.221140369075	1613.99806279975	888.875328979445	17.9892192601496	1694.85648800105	3878.54432350349	845.978348091242	24.2512420881632	5600.22480702433	245.740684818873	1703.02122485915	1426.09709279538	2074.03507363892	451.454735262759	873.917882352793	75.1446843304579	2308.91614443855	2434.99973221483	27.4601444311059	2232.85295389842	15.3296319090132	2800.62706790937	973.837189756166	2537.02327173967	2365.50298182262	2450.68250082609	1161.61424110717	234.187007254843	2592.93262745734	2759.16653386344	0.0	1376.51643731391	11.988560497731	2220.45398255153	2622.75881120386	4608.83185570459	4550.26626720171	2141.92940002265	1628.8966503339	6735.74619330616	111.469150656848	1184.62667952077	0.0	1736.04144270151	1131.14462109672	57.2584122413534	1862.00865841694	1014.64231660719	0.0	3359.80992681795	0.0	3103.71283595878	290.883178322745	4375.87747136627	39.9452800214506	505.270427053788	231.932349452796	2733.37668237365	1559.18956937053	26.6026027070712	2867.88839508108	0.0	404.938846668057	0.0	1182.14597035611	1567.07891812072	1176.81900333766	3565.76144188642	623.09996220128	31.9364541646636	27.9600421477409	287.973572581631	1189.45482178569	882.290208527983	962.401095475783	1014.75277491245	33.2677406114801	939.484017631334	2089.97689283855	1575.17153932897	898.839594013296	596.579978039322	2877.79353634638	1835.21045834572	939.372376691735	0.0	8040.89026351974	2629.60369488608	0.0	2987.82417129399	1793.60497783582	1859.12972263501	
PWY-7323	superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis	7487.34933557454	4756.53003230208	3673.93003824762	7526.35725435867	3261.07430286805	2065.32255492403	4889.47723741372	4.99717531387681	4570.52908513308	3336.91400075085	2032.99693670302	552.756246826574	4268.68601969053	3042.83492839141	3200.47878077156	1312.92775418917	8000.45355208097	1040.34286049293	3598.53521216586	4768.85767769774	1965.41565065668	3956.7860409227	3425.98641376158	2820.34083865932	3259.70312258783	2939.7747913101	217.792052043847	2072.14043354548	2642.60719849799	5293.23400341219	4992.43482263562	3758.84579344551	3100.57618052875	5667.79235020833	3148.11268344043	1920.26890227455	3247.71231628075	5784.14019741296	2302.51045591051	4195.71860221607	1545.98276519146	3699.7891995592	4268.2221645841	10997.9333199108	10638.0566523582	4764.78100806311	3959.06775982988	2776.45036865254	3126.3389595179	3137.35523808768	115.028700518578	4107.09869282503	3432.64476457582	2599.60269277024	4716.51787177687	3610.88887312729	339.62422728513	4231.99267012763	2181.4501267975	3654.73235744318	951.984094064258	5256.7962325812	54.0015161701436	1676.62156860151	4122.31155200344	3870.84010067896	2108.8585008999	3093.96465756811	2748.64813389632	1891.82302187044	1927.67760968068	1244.52878192013	3203.06533854941	1972.91637662206	3212.3891908111	8011.05285235177	2325.79414139222	2968.99248128662	3230.77970070353	1969.31834797331	1690.05788924779	2802.81027058522	2842.95700319918	4304.11648345574	3774.38472858361	3772.84527284679	2490.59730917939	2625.25230806973	2846.03996974112	1892.81387856808	1781.13807005513	3200.57335665035	2482.15319897604	4075.83490654807	2324.25227592314	2705.07741134652	66.5211718926484	3598.01936161263	3471.66577997612	3628.45920258176	
PWY-7328	superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis	4999.94313180474	2421.10056586641	1667.31729190118	1755.82036106263	1848.21954815132	400.968200724469	2368.48706301037	5.84833043683984	1540.32418741585	1153.63835139953	735.797944017504	119.599521601402	1431.41036071247	3048.11188124866	1042.05917202911	625.142172165711	5514.0030133258	248.607765937871	2410.20737169835	2153.39488422824	1405.39610996599	2264.27339348398	1043.53891875492	961.213174261001	1844.8683631038	2442.12011200694	34.3749068109434	1704.87206457855	553.470718081991	2194.96388465667	1138.09583740933	2012.01168167254	1766.57687913849	2755.21613205501	809.799621276561	573.359358736599	1882.21152325434	2481.84812699187	902.320037067627	1724.12838174498	439.662510772775	2214.15756030793	2362.11055189028	6583.09255619312	5806.95283490747	2367.82844475678	1510.09922663523	2186.50979535464	1149.0245385855	1542.76207181784	29.9793625204498	1809.78375183578	1019.39182795588	386.401388578386	1578.85576916757	929.583245983951	67.4289608375112	2618.38161765756	230.03455005379	2272.55605248194	324.756443814618	3049.54643046696	29.9821454508049	751.498002209772	1807.32463423697	2556.66895072431	1385.63504100234	142.897548863343	2357.51864622913	1041.08193136753	606.88014971953	220.822350683957	1087.43535819448	1349.54436867688	1676.65826218326	2948.78495499624	640.026971481771	1244.71866807451	2392.90060127521	635.413485910083	1230.01249417894	1021.55269306398	1719.0519657033	2866.91166143201	2131.37433181001	1349.79560395401	1544.43451678255	1122.92234790583	1155.60657777184	735.204597629744	1119.32389023272	1493.83007357326	826.692588606193	4370.34520932488	2031.34082219353	1249.49715268648	69.882754997152	2013.95081396263	1325.96881513284	1549.31084449192	
PWY-7332	superpathway of UDP-N-acetylglucosamine-derived O-antigen building blocks biosynthesis	1463.10757474597	0.0	438.086116298224	277.394137582286	235.615872879046	0.0	666.992152398298	0.0	410.872693691644	348.49869126718	55.4772325077931	0.0	41.8041287112386	602.241864206867	144.920844366799	0.0	819.31364787585	0.0	391.758467062825	220.7194718187	101.470221536643	62.7258452969759	0.0	0.0	209.379095245042	352.440241054814	0.0	102.951209335889	0.0	470.21094768601	203.343386870667	492.103012760302	401.989527499667	1075.41071708456	293.302934727926	27.8851431553056	406.566387367068	663.615752254553	0.0	864.876421483409	48.7548092133944	270.0432094224	231.676395536814	1033.50642522388	1056.08082991814	318.256209845392	230.861290012554	289.423892142377	0.0	231.879286571165	0.0	222.699257864951	82.6227571081618	0.0	292.14703444674	190.32146493759	0.0	210.201694801428	0.0	568.340914835738	20.9800048649946	1319.91090426596	0.0	90.5319667839199	55.7834831253933	574.812535312673	149.032051961168	0.0	214.96760764865	0.0	82.7338372127869	0.0	82.8648547797766	372.689983508233	529.248737176844	413.660961793587	75.7487241045057	0.0	0.0	143.436559355959	332.953336199473	376.268795596609	95.9841974053242	82.9439926240941	51.5991844981487	0.0	1222.52373335402	531.108328405296	0.0	111.254212550207	180.704458820417	431.965656609958	240.725419129137	0.0	55.6293817746126	237.028573185592	0.0	262.316594881089	109.983982125566	260.125330220317	
PWY-7371	1,4-dihydroxy-6-naphthoate biosynthesis II	823.582159158563	1085.4258104043	213.5	184.5	252.29057591623	60.5	356.156646312823	0.0	68.5876777251185	206.0	71.0	31.0	245.0	535.212410611091	187.103305785124	256.0	592.914156186019	65.9701492537313	196.0	153.5	142.17	853.162492662884	77.974025974026	384.276010318143	192.5	210.415525114155	0.0	115.5	243.802281368821	460.041590326127	113.0	352.264385842419	213.753974243294	512.5	108.215555555556	207.0	249.495412844037	450.95432107668	386.188085106383	378.414522287139	181.0	275.615568862275	337.087775061125	741.366575901974	177.394912199824	277.321848739496	126.021686746988	593.809275444037	493.520792079208	110.5	6.0	171.14573110893	82.5	125.0	309.772151898734	176.5	9.0	325.127201565558	93.0	230.0	52.6785714285714	437.800651091536	0.0	96.3240418118467	748.975163029754	584.416521258889	180.5	51.0	328.47549770291	440.0	43.0	89.0	133.671324422843	193.258741258741	273.5	557.644708796127	96.9191919191919	551.824686940966	1071.0	60.0	130.0	186.0	568.5	1279.5	933.0	391.0	172.270992366412	121.0	329.902097345485	139.5	227.5	221.0	134.753948967193	2012.48231617042	296.0	336.5	28.0	459.429747530187	203.28038897893	164.599589322382	
PWY-7374	1,4-dihydroxy-6-naphthoate biosynthesis I	810.861241473769	1050.44218155052	213.5	184.5	251.369327073552	60.5	355.089210452374	0.0	67.943661971831	203.970443349754	71.0	31.0	245.0	510.301804186851	182.282608695652	256.0	568.080521528722	65.5786350148368	196.0	153.5	142.17	849.271052089268	77.1722365038561	374.61448065925	192.5	207.385238523852	0.0	115.5	233.688953681002	455.76617294707	113.0	347.253966280334	211.620926953974	512.5	106.698071866784	207.0	247.677595628415	448.959442843269	384.095987811072	376.433274930495	181.0	274.563350035791	335.64344142565	732.255011345172	165.801987924776	270.76878897276	122.251051893408	591.674110905107	487.608094165623	110.5	6.0	170.077530719719	82.5	125.0	302.40985882114	174.465417867435	9.0	318.052717156197	93.0	230.0	51.5734265734266	435.664875371598	0.0	95.7900207900208	747.380018107789	580.816961374532	180.5	51.0	326.873666565072	440.0	43.0	89.0	132.384476534296	191.120331950207	273.5	549.408303010585	96.1422845691383	544.553898356186	1071.0	60.0	130.0	186.0	566.893216746158	1279.5	929.783451842275	391.0	169.287029459902	121.0	327.923619187771	139.5	227.5	221.0	133.843229543809	1994.03930123297	296.0	336.5	28.0	456.224656638326	200.304280657841	162.728380024361	
PWY-7376	cob(II)yrinate a,c-diamide biosynthesis II (late cobalt incorporation)	0.0	0.0	0.0	23.2661120004766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.5016830602055	0.0	0.0	0.0	0.0	28.9453716345677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.41950161110205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	129.859982403823	0.0	0.0	0.0	24.1433595799125	0.0	0.0	0.0	0.0	0.0	0.0	49.9594085662992	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.71520360139623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.82498698140948	0.0	0.0	0.0	0.0	
PWY-7377	cob(II)yrinate a,c-diamide biosynthesis I (early cobalt insertion)	46.4200226172442	0.0	0.0	507.11999374921	0.0	0.0	0.0	0.0	12.8250713372533	0.0	0.0	16.2710560455167	0.0	0.0	0.0	0.0	0.0	0.0	26.3711057874643	26.3410219674003	0.0	0.0	0.0	0.0	0.0	26.4642424886774	36.166808381658	0.0	319.681371014731	0.0	0.0	0.0	0.0	109.55350845472	0.0	0.0	0.0	52.7267654364991	161.989115007825	0.0	351.770627891197	0.0	39.4201617731789	0.0	0.0	0.0	0.0	0.0	335.449475094776	0.0	1038.33655077021	661.908739192901	367.117596042235	2473.39684656491	1339.40766985611	817.764491614404	2673.8122142311	0.0	311.39524712035	0.0	3480.93657664161	72.615977304905	416.598997432977	1157.63086999172	0.0	0.0	39.1243696877891	0.0	0.0	0.0	0.0	0.0	0.0	0.0	848.852907140861	72.2684929685722	0.0	0.0	897.829159790258	0.0	0.0	0.0	0.0	0.0	13.4459692911035	0.0	0.0	0.0	0.0	0.0	0.0	19.8674026122346	0.0	0.0	0.0	0.0	53.7176361481261	0.0	0.0	0.0	
PWY-7392	taxadiene biosynthesis (engineered)	12610.6577400464	7963.9104369428	4530.37521897628	7983.49727753407	5553.60526476916	3694.51626682266	7876.44003819907	10261.2178601452	4320.98666301188	6890.01776698437	4533.19850845069	858.601680115806	6886.74164247868	7522.33008948041	6856.52512580392	3535.55395683031	11789.713621158	3985.72571048328	6161.96296729515	9602.37223581227	2531.24922994054	7122.02019504324	6042.10514975559	6288.52677551256	5260.64105238055	7869.64773477449	961.352111978553	4700.86129331915	3732.55259105477	6550.00787726522	5634.35896121537	4953.09068831868	5793.17551720614	6619.97928559176	4528.86986510013	2699.9121921351	5099.02072916221	8350.39490434983	3351.08791305212	7599.51316352479	2152.19544759586	5672.29008611865	6509.59517155806	7690.69386480845	6968.49960535376	7449.42280499472	5950.74875065229	6549.62060817987	4677.69226098456	6155.72420450448	646.900600666332	5372.98314666431	4366.35357960477	4009.53170596869	7928.48965080679	5150.10749673558	14664.0650475261	5730.59358358662	2993.65790133379	4421.98185674464	1964.26644153846	4310.54514164839	88.3233743865567	5018.28684135836	5705.18537188052	6087.44382737731	3012.18565980194	4418.83782472928	4867.28132904583	2972.45523218965	3031.86519353103	9879.92348128286	4575.83580876741	3723.17103805085	7563.84873422021	11602.4460805039	3464.85103153611	4219.59315648947	4327.20743597459	3596.14787644034	3802.14980407227	4975.59857009995	3800.42691969782	5390.11397176233	6427.24460238253	5604.50868564004	5543.89580279697	4701.59617854059	4500.67603474348	8190.70044198374	3514.75599463821	5664.96275070403	4331.749825432	5399.12809576972	7431.6428378116	5543.05784110974	127.328389298075	5575.84464489658	5227.75861921549	4801.07911196374	
PWY-7400	L-arginine biosynthesis IV (archaebacteria)	15419.5648938845	5879.62866284856	9682.82254365881	7297.76808880588	7211.16353367398	2617.45518360417	8196.9320140169	8703.84712092269	4606.97859808618	7058.25515044291	4037.66295886364	581.388326232106	5325.64684425579	12535.9352373524	5270.64752025621	2053.45351861082	14754.580854135	3285.34844181208	6171.63108476407	8235.06773101496	3708.60459402543	4845.25573051234	4706.91340952834	5028.38167498226	6349.25272882922	7682.61250327601	1177.9562063031	5559.79722854347	2093.25469462543	7710.89556796396	3794.2177800486	6777.07634564853	6461.40886310661	7675.19952076163	3615.93643120363	1726.04963702161	6949.14130896621	9394.75914585266	2134.2828485443	7066.02362729479	1496.02688350655	6000.66668365717	6993.31193273266	10709.1463019584	9868.08077104672	7893.91086730047	5881.61271569185	10659.0270002146	3447.59603494232	4952.33915267585	504.155220958864	5617.90644612491	4218.19941384346	4212.48985693587	7958.75475689764	4520.66485126523	1409.27826996646	6896.40823884563	1597.71503002887	7900.76905860709	3083.33929969656	12449.0988061011	157.926777837317	4737.21117839408	4414.03550662648	8617.5878225482	4423.06400871006	2809.27337346312	7335.36453167759	2344.93959090241	2093.98896734226	8057.13709286304	3282.82356683051	4807.23963294369	6568.53448444062	12720.5014201612	2376.45268448298	2956.5469605467	3603.03262149324	2369.83208239145	3870.05430449145	4299.14892424712	4218.89398531778	5711.45698950249	4984.76415445282	3928.28506068496	5448.22533922573	4200.14937230865	3220.92687110284	3955.27400330043	4916.46263668827	6484.69144980871	4272.18470726218	5651.23863783416	11391.9302277579	4779.68783056953	141.886588217557	7036.19381525645	5223.95850752599	5244.19429315879	
PWY-7431	aromatic biogenic amine degradation (bacteria)	0.0	0.0	0.0	7.42593111556154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.5997647981184	0.0	0.0	31.4110082842231	0.0	7.92487424929292	0.0	0.0	21.0343091762215	0.0	0.0	0.0	0.0	0.0	0.0	2.66300564940726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.5083829449432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.488866186994	0.0	0.0	18.9708888803313	0.0	0.0	0.0	0.0	0.0	30.5991028314547	0.0	0.0	0.0	13.3191183133879	0.0	0.0	0.0	0.0	0.0	0.0	15.5562357537037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.33322001978455	0.0	0.0	0.0	0.0	0.0	0.0	0.439985072969739	33.3037770877759	21.5357990579384	0.0	0.0	1.10426562295535	0.0	0.0	0.0	0.0	
PWY-7446	sulfoglycolysis	0.0	0.0	0.0	0.0	0.0	0.0	1.10631751227496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.14	0.0	0.0	0.0	0.0	0.0	3.43	0.0	0.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.29	19.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	129.71	0.0	0.0	0.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.14	0.0	0.0	0.71	0.0	0.0	0.0	0.0	0.0	6.0	1.57	0.0	0.0	0.0	0.0	
