Merged_ID,Date of Experiment_Day_1,Date_Imaged,Exclude,MouseID,Genotype,Sex,"Plate (P1, P2, etc.)","Section (A,B,C,D,E,F)",Stitch.tif found? ,Comments,Category,Area,Mean,Min,Max,IntDen,RawIntDen,Mean_Background_Avg,CTCF,Corrected_Mean
9.11.23_P1_E,9.11.23,9.13.23,No,1943,HET,Male,P1,E,True,,Background_1,81064,62.865,0,255,5096053,5096053,66.0665,,
9.11.23_P1_E,9.11.23,9.13.23,No,1943,HET,Male,P1,E,True,,Background_2,81064,66.912,0,255,5424121,5424121,66.0665,,
9.11.23_P1_E,9.11.23,9.13.23,No,1943,HET,Male,P1,E,True,,Background_3,81064,71.763,0,255,5817367,5817367,66.0665,,
9.11.23_P1_E,9.11.23,9.13.23,No,1943,HET,Male,P1,E,True,,Background_4,81064,62.726,0,255,5084845,5084845,66.0665,,
9.11.23_P1_E,9.11.23,9.13.23,No,1943,HET,Male,P1,E,True,,Contralateral,1521376,147.219,0,255,223975374,223975374,66.0665,123463386.496,81.1525
9.11.23_P1_E,9.11.23,9.13.23,No,1943,HET,Male,P1,E,True,,Ipsilateral,1495804,105.506,0,255,157815755,157815755,66.0665,58993220.034,39.4395
9.11.23_P1_F,9.11.23,9.17.23,No,1943,HET,Male,P1,F,True,,Background_1,42304,74.765,1,255,3162878,3162878,77.94275,,
9.11.23_P1_F,9.11.23,9.17.23,No,1943,HET,Male,P1,F,True,,Background_2,42304,71.934,0,255,3043084,3043084,77.94275,,
9.11.23_P1_F,9.11.23,9.17.23,No,1943,HET,Male,P1,F,True,,Background_3,42304,82.473,0,255,3488942,3488942,77.94275,,
9.11.23_P1_F,9.11.23,9.17.23,No,1943,HET,Male,P1,F,True,,Background_4,42304,82.599,0,255,3494276,3494276,77.94275,,
9.11.23_P1_F,9.11.23,9.17.23,Yes,1943,HET,Male,P1,F,True,lines; probably exclude contralateral measurement,Contralateral,474653,194.288,0,255,92219480,92219480,77.94275,55223719.88425,116.34525
9.11.23_P1_F,9.11.23,9.17.23,No,1943,HET,Male,P1,F,True,,Ipsilateral,1435862,108.559,0,255,155875132,155875132,77.94275,43960099.0995,30.61625
9.11.23_P2_A,9.11.23,9.17.23,No,1937,WT,Male,P2,A,True,,Background_1,49964,41.402,0,212,2068607,2068607,42.9545,,
9.11.23_P2_A,9.11.23,9.17.23,No,1937,WT,Male,P2,A,True,,Background_2,49964,45.726,0,255,2284675,2284675,42.9545,,
9.11.23_P2_A,9.11.23,9.17.23,No,1937,WT,Male,P2,A,True,,Background_3,49964,44.123,0,246,2204575,2204575,42.9545,,
9.11.23_P2_A,9.11.23,9.17.23,No,1937,WT,Male,P2,A,True,,Background_4,49964,40.567,0,185,2026888,2026888,42.9545,,
9.11.23_P2_A,9.11.23,9.17.23,No,1937,WT,Male,P2,A,True,,Contralateral,1516269,128.472,0,255,194797565,194797565,42.9545,129666988.2395,85.5175
9.11.23_P2_A,9.11.23,9.17.23,No,1937,WT,Male,P2,A,True,,Ipsilateral,1036968,82.189,0,255,85227511,85227511,42.9545,40685069.044,39.2345
9.11.23_P2_B,9.11.23,9.15.23,No,1937,WT,Male,P2,B,True,,Background_1,62436,37.852,0,213,2363298,2363298,40.846,,
9.11.23_P2_B,9.11.23,9.15.23,No,1937,WT,Male,P2,B,True,,Background_2,62436,39.23,0,232,2449390,2449390,40.846,,
9.11.23_P2_B,9.11.23,9.15.23,No,1937,WT,Male,P2,B,True,,Background_3,62436,45.814,0,222,2860460,2860460,40.846,,
9.11.23_P2_B,9.11.23,9.15.23,No,1937,WT,Male,P2,B,True,,Background_4,62436,40.488,0,209,2527933,2527933,40.846,,
9.11.23_P2_B,9.11.23,9.15.23,No,1937,WT,Male,P2,B,True,,Contralateral,1534740,141.625,0,255,217357696,217357696,40.846,154669705.96,100.779
9.11.23_P2_B,9.11.23,9.15.23,No,1937,WT,Male,P2,B,True,,Ipsilateral,1833891,90.911,0,255,166720220,166720220,40.846,91813108.214,50.065
9.11.23_P3_A,9.11.23,9.13.23,No,12,WT,Male,P3,A,True,,Background_1,84520,49.135,0,255,4152865,4152865,50.51725,,
9.11.23_P3_A,9.11.23,9.13.23,No,12,WT,Male,P3,A,True,,Background_2,84520,49.27,0,255,4164270,4164270,50.51725,,
9.11.23_P3_A,9.11.23,9.13.23,No,12,WT,Male,P3,A,True,,Background_3,84520,50.141,0,255,4237944,4237944,50.51725,,
9.11.23_P3_A,9.11.23,9.13.23,No,12,WT,Male,P3,A,True,,Background_4,84520,53.523,0,255,4523760,4523760,50.51725,,
9.11.23_P3_A,9.11.23,9.13.23,No,12,WT,Male,P3,A,True,,Contralateral,1641584,168.771,0,255,277052249,277052249,50.51725,194123939.676,118.25375
9.11.23_P3_A,9.11.23,9.13.23,No,12,WT,Male,P3,A,True,,Ipsilateral,1634780,118.751,0,255,194131059,194131059,50.51725,111546469.045,68.23375
9.11.23_P2_F,9.11.23,9.15.23,No,1945,HET,Male,P2,F,True,,Background_1,48532,90.222,0,255,4378644,4378644,80.38575,,
9.11.23_P2_F,9.11.23,9.15.23,No,1945,HET,Male,P2,F,True,,Background_2,48532,77.988,0,255,3784933,3784933,80.38575,,
9.11.23_P2_F,9.11.23,9.15.23,No,1945,HET,Male,P2,F,True,,Background_3,48532,75.371,0,255,3657890,3657890,80.38575,,
9.11.23_P2_F,9.11.23,9.15.23,No,1945,HET,Male,P2,F,True,,Background_4,48532,77.962,0,255,3783669,3783669,80.38575,,
9.11.23_P2_F,9.11.23,9.15.23,No,1945,HET,Male,P2,F,True,,Contralateral,1777368,136.569,0,255,242732582,242732582,80.38575,99857522.294,56.18325
9.11.23_P2_F,9.11.23,9.15.23,No,1945,HET,Male,P2,F,True,,Ipsilateral,1440786,123.413,0,255,177812204,177812204,80.38575,61993540.8005,43.02725
9.11.23_P2_E,9.11.23,9.17.23,No,1945,HET,Male,P2,E,True,"background too high, consider excluding",Background_1,33960,78.608,0,255,2669512,2669512,85.6535,,
9.11.23_P2_E,9.11.23,9.17.23,No,1945,HET,Male,P2,E,True,,Background_2,33960,80.52,0,255,2734475,2734475,85.6535,,
9.11.23_P2_E,9.11.23,9.17.23,No,1945,HET,Male,P2,E,True,,Background_3,33960,86.712,0,255,2944756,2944756,85.6535,,
9.11.23_P2_E,9.11.23,9.17.23,No,1945,HET,Male,P2,E,True,,Background_4,33960,96.774,0,255,3286458,3286458,85.6535,,
9.11.23_P2_E,9.11.23,9.17.23,No,1945,HET,Male,P2,E,True,,Contralateral,983506,111.705,0,255,109862423,109862423,85.6535,25621691.829,26.0515
9.11.23_P2_E,9.11.23,9.17.23,No,1945,HET,Male,P2,E,True,,Ipsilateral,1074296,109.823,0,255,117982566,117982566,85.6535,25965353.564,24.1695
